Course,Speed,lng,lat
201.6,7.4,129.592892,34.568688
197.3,7.3,129.592775,34.568403
197.9,7.2,129.592632,34.568083
199.6,7.5,129.592478,34.567725
199.0,7.4,129.59237,34.567433
196.8,7.3,129.592255,34.56714
198.2,7.3,129.59208,34.566753
200.9,7.5,129.591943,34.566463
201.7,7.4,129.591778,34.566115
200.6,7.4,129.59162,34.565757
196.8,7.5,129.59152,34.565488
198.3,7.5,129.591378,34.56516
200.5,7.5,129.591218,34.564803
201.3,7.4,129.591072,34.56448
198.1,7.5,129.590952,34.56419
197.7,7.6,129.590792,34.563822
199.0,7.5,129.590665,34.56353
196.9,7.5,129.590528,34.563162
197.4,7.6,129.590388,34.56279
197.8,7.5,129.590275,34.562493
198.9,7.6,129.590147,34.562195
200.8,7.6,129.589998,34.561868
200.1,7.5,129.589865,34.561532
199.6,7.5,129.58971,34.561175
199.7,7.5,129.58957,34.560842
198.5,7.5,129.589443,34.56051
196.1,7.6,129.589325,34.560172
196.7,7.6,129.589227,34.559905
196.8,7.5,129.589083,34.559502
196.7,7.7,129.58896,34.559158
198.0,7.6,129.588833,34.558825
197.5,7.5,129.588708,34.558492
197.1,7.6,129.588573,34.558153
200.2,7.5,129.588458,34.557893
201.3,7.5,129.588292,34.557497
201.1,7.5,129.58815,34.557165
199.4,7.5,129.588015,34.556833
196.9,7.5,129.58788,34.5565
199.8,7.6,129.587728,34.556173
202.8,7.5,129.587593,34.555882
200.6,7.4,129.587435,34.555483
196.6,7.8,129.587322,34.555168
197.9,7.6,129.587193,34.55484
199.9,7.4,129.587058,34.55451
198.4,7.8,129.586935,34.554162
196.3,7.5,129.586843,34.553898
198.3,7.4,129.58669,34.553497
200.5,7.6,129.586548,34.553162
199.5,7.5,129.586415,34.552835
198.7,7.4,129.586275,34.552507
200.2,7.6,129.586108,34.552142
201.8,7.6,129.585973,34.551852
201.2,7.4,129.585832,34.551525
200.9,7.6,129.585683,34.551193
199.5,7.5,129.585545,34.550867
197.3,7.5,129.585427,34.550567
197.5,7.6,129.585283,34.550198
198.4,7.6,129.585162,34.549897
196.9,7.7,129.585038,34.549557
197.9,7.6,129.584887,34.549188
201.0,7.6,129.584752,34.548892
201.1,7.7,129.584595,34.548525
199.9,7.5,129.584453,34.548198
199.8,7.6,129.584305,34.547867
201.6,7.6,129.584168,34.547573
201.3,7.6,129.584022,34.547238
198.0,7.6,129.5839,34.546943
197.8,7.6,129.583743,34.546577
197.5,7.7,129.583605,34.54624
197.9,7.7,129.583452,34.545872
199.4,7.6,129.583315,34.54554
197.8,7.6,129.5832,34.545235
196.4,7.8,129.583073,34.544892
196.7,7.5,129.582933,34.544525
198.3,7.6,129.582795,34.544185
198.8,7.9,129.582658,34.543845
200.3,7.4,129.58253,34.543565
202.2,7.7,129.582372,34.543228
200.7,7.6,129.58224,34.542932
200.1,7.5,129.582055,34.542543
199.7,7.7,129.581902,34.542207
200.3,7.6,129.581752,34.541882
200.3,7.5,129.581618,34.541585
200.0,7.8,129.581475,34.54124
199.0,7.5,129.581353,34.540948
197.2,7.5,129.581202,34.540543
197.1,7.7,129.581065,34.540207
198.3,7.7,129.58095,34.539905
198.5,7.5,129.580822,34.539572
199.4,7.7,129.580668,34.5392
198.9,7.5,129.580547,34.538907
199.9,7.5,129.580383,34.538542
201.4,7.7,129.58023,34.53821
199.4,7.5,129.580087,34.537888
199.3,7.6,129.579948,34.537583
202.8,7.7,129.579803,34.537292
202.1,7.4,129.579653,34.536968
200.5,7.5,129.579473,34.53657
198.1,7.7,129.57933,34.536235
195.6,7.6,129.579183,34.535872
198.6,7.7,129.579048,34.53557
199.2,7.6,129.578932,34.53527
197.4,7.6,129.578805,34.53493
196.5,7.7,129.578665,34.534555
196.4,7.6,129.57854,34.534218
197.3,7.6,129.578407,34.533883
198.4,7.6,129.578267,34.53355
199.6,7.6,129.578152,34.533287
200.8,7.5,129.57799,34.532932
200.9,7.5,129.57781,34.532537
200.3,7.6,129.577677,34.53224
201.0,7.5,129.577523,34.531913
201.8,7.6,129.57737,34.531582
199.7,7.6,129.57724,34.531293
198.9,7.6,129.577103,34.530962
199.6,7.6,129.576952,34.530592
199.0,7.7,129.576823,34.53025
196.4,7.5,129.576703,34.529915
196.9,7.7,129.576568,34.529572
199.5,7.7,129.576433,34.529238
199.9,7.5,129.576302,34.528905
199.1,7.8,129.576165,34.528563
198.1,7.6,129.576028,34.528233
198.7,7.5,129.575885,34.527898
200.9,7.8,129.575732,34.527565
200.7,7.5,129.575593,34.527238
197.6,7.6,129.575475,34.526933
197.1,7.7,129.575357,34.52663
197.0,7.5,129.575203,34.526233
197.7,7.7,129.575097,34.525955
197.6,7.7,129.574943,34.525553
195.7,7.6,129.574822,34.525213
198.3,7.7,129.574677,34.524878
199.9,7.6,129.574547,34.524578
201.0,7.6,129.574387,34.524212
198.3,7.7,129.574265,34.523908
197.9,7.7,129.574115,34.523538
197.9,7.6,129.573982,34.523207
197.5,7.6,129.573862,34.522905
196.5,7.7,129.573747,34.522597
198.2,7.6,129.57358,34.522197
200.3,7.7,129.573447,34.521892
199.8,7.7,129.573287,34.521527
199.3,7.5,129.573143,34.521202
200.2,7.7,129.572995,34.520865
198.0,7.6,129.572878,34.520567
197.4,7.6,129.572742,34.520232
197.0,7.7,129.572612,34.519887
196.9,7.7,129.572467,34.519518
199.3,7.5,129.572342,34.519218
199.0,7.6,129.572193,34.51885
197.9,7.6,129.572075,34.518548
199.5,7.6,129.571933,34.518213
199.5,7.6,129.571792,34.51788
200.5,7.7,129.57163,34.517513
200.9,7.6,129.571498,34.51722
200.0,7.6,129.571357,34.516883
197.9,7.7,129.571235,34.516577
198.3,7.7,129.571105,34.516238
198.1,7.6,129.570975,34.5159
198.2,7.7,129.5708,34.515458
199.7,7.6,129.570683,34.515193
200.4,7.6,129.570527,34.514822
196.6,7.7,129.570413,34.514512
198.0,7.7,129.570273,34.514177
200.3,7.7,129.570132,34.513845
198.9,7.6,129.569983,34.513475
197.2,7.7,129.569863,34.51317
197.8,7.7,129.569723,34.512837
199.1,7.5,129.569583,34.512508
199.0,7.6,129.569445,34.512172
198.0,7.7,129.569312,34.511835
197.9,7.6,129.56918,34.5115
197.1,7.6,129.569053,34.511165
198.9,7.7,129.568917,34.510825
199.0,7.6,129.568783,34.510492
199.2,7.6,129.568645,34.510155
199.9,7.7,129.568517,34.509858
198.3,7.6,129.568382,34.509525
197.4,7.6,129.568232,34.509155
197.3,7.8,129.568102,34.508817
197.6,7.6,129.567968,34.508487
198.3,7.7,129.567837,34.508143
197.5,7.7,129.567705,34.507805
197.4,7.6,129.567572,34.507468
199.2,7.7,129.567428,34.507133
199.4,7.7,129.567303,34.506832
197.0,7.6,129.567158,34.506458
196.5,7.7,129.567022,34.506118
200.6,7.6,129.566892,34.505823
198.5,7.6,129.566745,34.505452
196.9,7.8,129.566617,34.50511
196.7,7.7,129.566492,34.504772
195.7,7.6,129.566377,34.50443
196.6,7.8,129.566255,34.504083
195.5,7.6,129.566153,34.503782
196.1,7.7,129.566017,34.503405
198.7,7.6,129.565882,34.503073
197.7,7.7,129.565767,34.502765
196.9,7.7,129.565613,34.502358
197.0,7.5,129.565498,34.50206
198.1,7.7,129.565348,34.501687
197.4,7.6,129.565232,34.501388
196.6,7.5,129.5651,34.501062
196.7,7.7,129.564967,34.500723
196.8,7.7,129.564817,34.50036
199.6,7.6,129.564692,34.50006
198.5,7.6,129.564562,34.499725
195.7,7.7,129.564452,34.49942
196.1,7.7,129.5643,34.499017
197.2,7.5,129.564173,34.498685
196.8,7.6,129.564042,34.49831
195.3,7.6,129.563952,34.498037
196.7,7.6,129.563823,34.497667
196.5,7.7,129.563717,34.497357
196.6,7.6,129.563585,34.496985
197.6,7.6,129.56347,34.496682
197.2,7.7,129.563328,34.496312
198.6,7.5,129.563208,34.496013
196.9,7.6,129.56308,34.495677
196.3,7.6,129.562963,34.49538
197.8,7.5,129.562798,34.494985
200.1,7.6,129.562672,34.494678
199.1,7.7,129.562528,34.494308
196.1,7.6,129.562425,34.494003
194.9,7.6,129.562295,34.493628
195.9,7.8,129.562195,34.49335
196.3,7.6,129.562052,34.492948
197.2,7.6,129.561933,34.492642
197.8,7.8,129.561802,34.492303
197.6,7.6,129.561658,34.491937
199.5,7.6,129.561515,34.4916
198.3,7.7,129.561395,34.491297
196.9,7.5,129.561248,34.490933
197.7,7.6,129.561103,34.490602
199.4,7.6,129.560977,34.490305
197.1,7.7,129.56085,34.489965
195.1,7.6,129.560732,34.489623
195.0,7.7,129.560622,34.489313
195.0,7.8,129.560482,34.488902
197.6,7.6,129.560355,34.488568
197.0,7.6,129.560242,34.488265
196.9,7.6,129.560112,34.487927
198.0,7.6,129.559965,34.487557
199.6,7.7,129.55984,34.48725
197.7,7.6,129.55971,34.486915
195.7,7.7,129.55959,34.486572
196.3,7.7,129.559462,34.486233
197.0,7.7,129.559337,34.48589
197.7,7.7,129.55921,34.48555
198.4,7.6,129.559092,34.485243
198.4,7.7,129.558928,34.484837
196.7,7.7,129.558795,34.484502
198.9,7.6,129.558665,34.484203
200.7,7.7,129.558518,34.48387
198.3,7.5,129.558388,34.483537
195.4,7.7,129.558278,34.483227
195.7,7.8,129.55813,34.482822
198.2,7.6,129.558017,34.482522
195.6,7.7,129.557902,34.482175
194.8,7.8,129.557782,34.481833
196.0,7.5,129.557648,34.481463
197.8,7.8,129.557513,34.481118
198.0,7.7,129.557383,34.480782
199.0,7.6,129.557248,34.480445
197.6,7.7,129.557132,34.48014
197.5,7.7,129.556995,34.479803
198.8,7.6,129.556853,34.47947
199.5,7.7,129.55671,34.47913
199.2,7.7,129.556573,34.478797
198.7,7.5,129.556427,34.478463
199.1,7.8,129.556278,34.478122
199.7,7.6,129.556133,34.477797
199.8,7.6,129.555973,34.47743
198.1,7.7,129.555852,34.477125
196.4,7.7,129.555713,34.476753
196.9,7.7,129.555597,34.476448
197.4,7.7,129.55547,34.476108
199.1,7.7,129.55534,34.475773
198.9,7.6,129.55522,34.475473
198.0,7.6,129.555065,34.475103
197.6,7.7,129.554905,34.474735
200.4,7.6,129.554768,34.474442
199.3,7.7,129.554633,34.474103
197.5,7.7,129.554508,34.473768
196.3,7.6,129.554387,34.473427
196.9,7.8,129.55426,34.473083
197.0,7.7,129.554123,34.472708
197.3,7.7,129.554005,34.472402
200.8,7.8,129.55386,34.472067
200.5,7.6,129.553723,34.471735
197.2,7.8,129.553592,34.471388
197.1,7.6,129.55343,34.47103
199.9,7.6,129.553278,34.470697
201.5,7.8,129.55314,34.470393
201.2,7.6,129.552983,34.470033
198.0,7.7,129.55286,34.469725
196.8,7.7,129.552723,34.469393
197.8,7.6,129.552577,34.469025
198.9,7.7,129.552445,34.468702
196.6,7.7,129.552342,34.468392
198.2,7.7,129.552188,34.467982
197.5,7.6,129.552077,34.467677
197.2,7.8,129.551957,34.467367
198.8,7.7,129.551795,34.467008
200.9,7.6,129.551663,34.466705
200.1,7.7,129.551518,34.466365
199.0,7.7,129.551357,34.466
199.8,7.7,129.551218,34.4657
201.3,7.6,129.551063,34.46538
200.8,7.7,129.550898,34.465007
200.6,7.6,129.55075,34.464678
200.7,7.5,129.550613,34.464388
200.3,7.8,129.550438,34.46402
202.2,7.6,129.550273,34.463705
204.7,7.6,129.550117,34.46341
203.7,7.6,129.54994,34.46305
203.1,7.5,129.549793,34.46276
201.4,7.6,129.549647,34.462467
200.2,7.6,129.549473,34.462098
201.4,7.5,129.549312,34.461775
199.4,7.6,129.549148,34.46141
198.6,7.7,129.549007,34.461077
198.6,7.6,129.54887,34.460742
196.4,7.6,129.548755,34.460435
198.8,7.7,129.548615,34.4601
200.5,7.5,129.548472,34.459775
199.8,7.6,129.548323,34.459438
201.3,7.7,129.548153,34.459075
199.8,7.5,129.54803,34.458782
197.7,7.7,129.547903,34.458473
198.1,7.8,129.54775,34.458105
197.2,7.6,129.547607,34.457743
197.4,7.5,129.547462,34.45741
200.9,7.9,129.547303,34.457072
201.2,7.4,129.547175,34.456793
200.6,7.7,129.547013,34.456447
200.8,7.8,129.546857,34.45612
200.6,7.4,129.546705,34.455803
203.3,7.5,129.546533,34.455478
202.3,7.6,129.54636,34.45512
199.1,7.5,129.546232,34.454828
199.0,7.4,129.546087,34.454502
199.8,7.6,129.545953,34.45416
198.6,7.5,129.54583,34.453832
195.4,7.5,129.545717,34.453492
194.4,7.6,129.545585,34.453113
196.8,7.6,129.545465,34.452817
198.2,7.6,129.545352,34.452512
197.2,7.7,129.54521,34.452138
197.0,7.6,129.5476,34.45774
197.8,7.4,129.545077,34.451817
197.4,7.6,129.544945,34.45148
196.3,7.7,129.544798,34.451077
197.6,7.5,129.544702,34.450812
196.8,7.6,129.544583,34.450473
197.6,7.5,129.54446,34.45014
197.4,7.5,129.544337,34.449807
196.9,7.6,129.54419,34.449443
197.4,7.5,129.54406,34.449105
199.7,7.6,129.543932,34.448803
200.1,7.6,129.543773,34.448443
198.1,7.5,129.543667,34.44818
198.4,7.6,129.543493,34.447783
199.0,7.6,129.543337,34.447422
198.6,7.5,129.543217,34.447125
197.0,7.6,129.543102,34.44682
196.0,7.5,129.542968,34.44646
197.7,7.6,129.542838,34.446127
198.2,7.5,129.54273,34.445825
197.3,7.5,129.542598,34.445453
196.8,7.6,129.542487,34.445148
199.0,7.4,129.542367,34.444855
200.4,7.5,129.542183,34.44442
199.9,7.8,129.54205,34.444123
198.5,7.3,129.541928,34.443833
198.3,7.5,129.541757,34.44343
199.2,7.7,129.541633,34.443133
198.1,7.4,129.541507,34.442807
197.0,7.5,129.541378,34.442468
195.9,7.6,129.541252,34.442135
197.3,7.5,129.541147,34.441875
199.2,7.5,129.540992,34.441485
199.0,7.6,129.540873,34.441142
197.8,7.5,129.540757,34.440807
197.1,7.5,129.540628,34.440472
196.5,7.6,129.540497,34.44014
199.0,7.5,129.540368,34.439845
199.5,7.5,129.540218,34.439485
197.7,7.6,129.540102,34.439182
198.3,7.5,129.539958,34.438822
197.9,7.5,129.539825,34.438482
197.9,7.6,129.53969,34.438147
199.8,7.5,129.53956,34.437857
199.7,7.4,129.539398,34.437458
199.4,7.7,129.53927,34.437155
199.9,7.5,129.539137,34.436832
197.3,7.6,129.539017,34.436493
195.6,7.5,129.538898,34.43616
198.2,7.5,129.53878,34.435862
197.9,7.7,129.538647,34.43549
194.9,7.5,129.538553,34.435182
196.2,7.6,129.538415,34.43481
199.2,7.7,129.53829,34.434468
198.6,7.4,129.538165,34.43414
197.8,7.6,129.538027,34.433803
199.2,7.5,129.537882,34.433485
201.6,7.4,129.537727,34.433162
201.7,7.4,129.537423,34.432517
198.6,7.5,129.537283,34.432182
198.1,7.7,129.53714,34.43185
202.2,7.4,129.537003,34.431567
200.0,7.5,129.536855,34.431193
197.3,7.7,129.536718,34.430858
198.4,7.4,129.536592,34.430568
200.4,7.5,129.536438,34.43024
201.4,7.7,129.536267,34.429877
197.6,7.6,129.535992,34.429252
199.2,7.7,129.535827,34.428895
200.7,7.4,129.535702,34.428605
198.6,7.7,129.535562,34.428263
199.5,7.7,129.535408,34.427898
199.7,7.4,129.535272,34.427573
198.4,7.7,129.535133,34.427232
197.9,7.7,129.534997,34.426902
199.3,7.5,129.53487,34.42661
200.2,7.6,129.53472,34.42628
199.9,7.6,129.53455,34.42592
202.9,7.6,129.5344,34.425627
203.7,7.5,129.534242,34.425305
201.8,7.6,129.534085,34.42498
201.2,7.6,129.533917,34.424625
200.5,7.5,129.53377,34.424298
199.2,7.6,129.533633,34.423965
199.8,7.5,129.5335,34.423635
197.2,7.6,129.533375,34.4233
196.6,7.7,129.533242,34.42296
198.5,7.5,129.533115,34.42267
201.1,7.6,129.53296,34.42234
201.7,7.6,129.53279,34.42198
203.1,7.5,129.532627,34.421662
201.9,7.6,129.532468,34.42133
200.9,7.6,129.53231,34.421008
202.7,7.4,129.532147,34.420688
202.5,7.8,129.532,34.420383
199.4,7.6,129.53185,34.420023
198.1,7.4,129.531717,34.419692
199.5,7.7,129.531575,34.419352
199.4,7.6,129.531435,34.41902
201.3,7.5,129.5313,34.418727
202.2,7.6,129.531143,34.4184
202.3,7.5,129.53097,34.418047
201.4,7.6,129.530795,34.417688
200.7,7.5,129.530653,34.417397
203.2,7.6,129.530487,34.41707
200.7,7.5,129.530345,34.41675
197.0,7.5,129.530225,34.416448
198.5,7.7,129.53006,34.416088
199.6,7.5,129.529918,34.415768
200.3,7.6,129.5298,34.415497
200.2,7.6,129.529633,34.415127
200.9,7.5,129.529482,34.414802
202.6,7.5,129.529308,34.414443
201.8,7.6,129.529157,34.414117
199.1,7.5,129.529017,34.41379
198.6,7.6,129.528888,34.413492
198.6,7.7,129.52873,34.41312
201.7,7.5,129.528593,34.41283
201.1,7.6,129.52845,34.412493
199.7,7.6,129.528295,34.412132
199.1,7.5,129.528153,34.411805
199.8,7.6,129.528038,34.411542
201.0,7.6,129.527863,34.411147
202.6,7.5,129.527728,34.410853
200.5,7.7,129.52757,34.410485
198.3,7.5,129.527433,34.41016
200.4,7.5,129.527283,34.409828
200.3,7.7,129.527167,34.409558
199.1,7.4,129.527013,34.4092
198.5,7.6,129.526863,34.408865
198.3,7.8,129.526697,34.4085
202.2,7.4,129.526557,34.408217
204.1,7.5,129.526372,34.407822
199.1,7.7,129.526262,34.407552
200.0,7.5,129.526093,34.407195
200.2,7.5,129.525957,34.4069
201.1,7.6,129.525788,34.40654
202.7,7.5,129.525633,34.406218
199.2,7.6,129.525505,34.405918
198.4,7.5,129.52536,34.405597
199.5,7.6,129.525207,34.405265
199.6,7.5,129.525082,34.404972
198.9,7.4,129.524902,34.404543
201.4,7.7,129.524777,34.404277
201.1,7.4,129.52462,34.403922
201.0,7.6,129.524478,34.403622
203.4,7.6,129.524303,34.403267
202.7,7.4,129.524165,34.402977
201.4,7.6,129.523998,34.402615
199.3,7.5,129.523868,34.402322
199.2,7.4,129.523723,34.401997
196.9,7.7,129.523588,34.401657
196.0,7.5,129.52345,34.401297
195.2,7.4,129.523325,34.400963
198.1,7.6,129.523183,34.400632
201.7,7.5,129.523047,34.40034
203.2,7.4,129.52288,34.39999
202.2,7.5,129.522743,34.399695
200.5,7.4,129.522592,34.399377
201.7,7.5,129.522427,34.399055
202.6,7.5,129.522255,34.3987
198.5,7.4,129.52215,34.398438
197.4,7.5,129.521982,34.398047
199.0,7.4,129.52186,34.397753
197.3,7.5,129.521722,34.397388
194.4,7.5,129.521607,34.397053
197.7,7.4,129.521482,34.396728
198.4,7.5,129.521365,34.396427
198.2,7.5,129.521232,34.396102
199.4,7.4,129.521072,34.395747
201.3,7.5,129.520937,34.395455
200.2,7.4,129.5208,34.395133
200.4,7.4,129.520647,34.394773
198.0,7.5,129.520535,34.394477
196.7,7.4,129.520395,34.394118
198.0,7.4,129.520268,34.39379
198.0,7.4,129.520142,34.393462
196.7,7.4,129.520037,34.393165
196.8,7.5,129.5199,34.392802
197.6,7.4,129.519785,34.392508
198.4,7.4,129.51965,34.392182
199.1,7.5,129.519512,34.39186
201.2,7.2,129.519365,34.391545
200.9,7.3,129.519218,34.391225
200.8,7.4,129.519057,34.390875
201.9,7.2,129.518923,34.390595
198.6,7.3,129.518793,34.390272
195.2,7.4,129.51866,34.389912
197.9,7.2,129.518545,34.389628
197.7,7.3,129.518435,34.389335
196.5,7.3,129.518292,34.388943
197.3,7.4,129.518175,34.388653
199.0,7.3,129.51803,34.388303
199.8,7.3,129.517882,34.387953
198.8,7.3,129.517777,34.387693
198.4,7.2,129.517648,34.38738
198.4,7.2,129.517507,34.387027
197.8,7.3,129.517383,34.386703
196.0,7.2,129.517278,34.386413
196.5,7.4,129.517143,34.386048
199.0,7.4,129.517028,34.385762
195.8,7.3,129.51693,34.385465
198.2,7.3,129.516637,34.384762
201.7,7.1,129.51649,34.384448
198.8,7.5,129.516357,34.384118
196.2,7.1,129.51625,34.38384
199.4,7.3,129.516115,34.383512
198.0,7.4,129.516,34.383187
196.1,7.2,129.515875,34.382833
198.5,7.4,129.515768,34.38257
199.4,7.3,129.515612,34.38219
199.3,7.2,129.515477,34.381875
200.2,7.4,129.515348,34.381585
199.4,7.3,129.515213,34.38127
199.6,7.2,129.515058,34.380925
200.2,7.2,129.514935,34.38064
199.3,7.3,129.514792,34.380283
194.8,7.4,129.514688,34.379988
195.2,7.2,129.51456,34.37967
200.7,7.4,129.514428,34.379383
200.1,7.3,129.514292,34.379032
196.6,7.2,129.514168,34.37871
197.1,7.3,129.514005,34.378323
198.9,7.5,129.513877,34.378037
201.6,7.1,129.513737,34.377732
198.9,7.3,129.513617,34.377437
197.0,7.4,129.513473,34.377087
198.9,7.0,129.513357,34.376808
199.3,7.3,129.513217,34.37645
197.0,7.4,129.513112,34.37616
196.4,7.1,129.512992,34.375845
197.0,7.2,129.512845,34.375455
197.6,7.2,129.512745,34.375203
199.3,7.1,129.512617,34.374888
200.3,7.3,129.512475,34.374533
196.3,7.2,129.512353,34.374218
197.8,7.1,129.512217,34.373905
201.9,7.4,129.512072,34.373585
197.0,7.1,129.511985,34.373335
196.9,7.3,129.511843,34.372978
197.9,7.4,129.511702,34.372627
198.2,7.2,129.511587,34.372343
198.8,7.3,129.511442,34.371987
198.7,7.3,129.5113,34.371638
198.8,7.3,129.511193,34.371385
198.7,7.3,129.511063,34.371065
